Paragraph,CF – Contribution flow,CT – Choose a task,FM – Find a mentor,TC – Talk to the community,BW – Build local workspace,DC – Deal with the code,SC – Submit the changes,University,Author,Filename,Paragraph Index,Document
"See the section on adding and configuring drivers.

### <a name=""selenium""></a>Selenium

Capybara supports [Selenium 3.5+
(Webdriver)](https://www.seleniumhq.org/projects/webdriver/).
In order to use Selenium, you'll need to install the `selenium-webdriver` gem,
and add it to your Gemfile if you're using bundler.",0,0,0,0,1,0,0,usp,student_i,jnicklas_capybara.xlsx,38,README
"Capybara pre-registers a number of named drives that use Selenium - they are:

  * :selenium                 => Selenium driving Firefox
  * :selenium_headless        => Selenium driving Firefox in a headless configuration
  * :selenium_chrome          => Selenium driving Chrome
  * :selenium_chrome_headless => Selenium driving Chrome in a headless configuration",0,0,0,0,1,0,0,usp,student_i,jnicklas_capybara.xlsx,39,README
"These should work (with relevant software installation) in a local desktop configuration but you may
need to customize them if using in a CI environment where additional options may need to be passed
to the browsers.  See the section on adding and configuring drivers.",0,0,0,0,1,0,0,usp,student_i,jnicklas_capybara.xlsx,40,README
"**Note**: drivers which run the server in a different thread may not share the
same transaction as your tests, causing data not to be shared between your test
and test server, see [Transactions and database setup](#transactions-and-database-setup) below.",0,0,0,0,1,0,0,usp,student_i,jnicklas_capybara.xlsx,41,README
"### <a name=""apparition""></a>Apparition

The [apparition driver](https://github.com/twalpole/apparition) in a new driver that allows you to run tests using Chrome in a headless
or headed configuration. It attempts to provide backwards compatibility with the [Poltergeist driver API](https://github.com/teampoltergeist/poltergeist)
while allowing for the use of modern JS/CSS. It uses CDP to communicate with Chrome, thereby obviating the need for chromedriver.
A compatibility layer for capybara-webkit is planned, although has not yet been started. This driver is being developed by the
maintainer of Capybara and will attempt to keep up to date with new Capybara releases. It will probably be moved into the
teamcapybara repo once completely stable.",0,0,0,0,1,0,0,usp,student_i,jnicklas_capybara.xlsx,42,README
"### <a name=""capybara-webkit""></a>Capybara-webkit

Note: `capybara-webkit` depends on QtWebkit which went EOL quite some time ago. There has been an attempt to revive the project but `capybara-webkit` is not yet (AFAIK) compatible with the revived version of QtWebKit (could be a good OSS project for someone) and as such is still limited to an old version of QtWebKit.  This means its support for modern JS and CSS is severely limited.",0,0,0,0,1,0,0,usp,student_i,jnicklas_capybara.xlsx,43,README
"The [capybara-webkit driver](https://github.com/thoughtbot/capybara-webkit) is for true headless
testing. It uses QtWebKit to start a rendering engine process. It can execute JavaScript as well.
It is significantly faster than drivers like Selenium since it does not load an entire browser.",0,0,0,0,1,0,0,usp,student_i,jnicklas_capybara.xlsx,44,README
"You can install it with:

```bash
gem install capybara-webkit
```

And you can use it by:

```ruby
Capybara.javascript_driver = :webkit
```",0,0,0,0,1,0,0,usp,student_i,jnicklas_capybara.xlsx,45,README
"### <a name=""poltergeist""></a>Poltergeist

Note: `poltergeist` depends on PhantomJS for which active development ended quite some time ago (2.1.1). As such it is roughly equivalent to a 6-7 year old version of Safari, meaning lack of support for modern JS and CSS. If any effort to update PhantomJS succeeds in the future this situation could change.",0,0,0,0,1,0,0,usp,student_i,jnicklas_capybara.xlsx,46,README
"[Poltergeist](https://github.com/teampoltergeist/poltergeist) is another
headless driver which integrates Capybara with
[PhantomJS](http://phantomjs.org/). It is truly headless, so doesn't
require Xvfb to run on your CI server. It will also detect and report
any Javascript errors that happen within the page.",0,0,0,0,1,0,0,usp,student_i,jnicklas_capybara.xlsx,47,README
"## <a name=""the-dsl""></a>The DSL

*A complete reference is available at
[rubydoc.info](http://rubydoc.info/github/teamcapybara/capybara/master)*.

**Note: By default Capybara will only locate visible elements. This is because
 a real user would not be able to interact with non-visible elements.**

**Note**: All searches in Capybara are *case sensitive*. This is because
Capybara heavily uses XPath, which doesn't support case insensitivity.",0,0,0,0,1,0,0,usp,student_i,jnicklas_capybara.xlsx,48,README
"### <a name=""navigating""></a>Navigating

You can use the
<tt>[visit](http://rubydoc.info/github/teamcapybara/capybara/master/Capybara/Session#visit-instance_method)</tt>
method to navigate to other pages:

```ruby
visit('/projects')
visit(post_comments_path(post))
```",0,0,0,0,0,0,0,usp,student_i,jnicklas_capybara.xlsx,49,README
"The visit method only takes a single parameter, the request method is **always**
GET.

You can get the [current path](http://rubydoc.info/github/teamcapybara/capybara/master/Capybara/Session#current_path-instance_method)
of the browsing session, and test it using the [`have_current_path`](http://www.rubydoc.info/github/teamcapybara/capybara/master/Capybara/RSpecMatchers#have_current_path-instance_method) matcher:

```ruby
expect(page).to have_current_path(post_comments_path(post))
```

**Note**: You can also assert the current path by testing the value of
`current_path` directly. However, using the `have_current_path` matcher is
safer since it uses Capybara's [waiting behaviour](#asynchronous-javascript-ajax-and-friends)
to ensure that preceding actions (such as a `click_link`) have completed.",0,0,0,0,0,0,0,usp,student_i,jnicklas_capybara.xlsx,50,README
"### <a name=""clicking-links-and-buttons""></a>Clicking links and buttons

*Full reference: [Capybara::Node::Actions](http://rubydoc.info/github/teamcapybara/capybara/master/Capybara/Node/Actions)*

You can interact with the webapp by following links and buttons. Capybara
automatically follows any redirects, and submits forms associated with buttons.

```ruby
click_link('id-of-link')
click_link('Link Text')
click_button('Save')
click_on('Link Text') # clicks on either links or buttons
click_on('Button Value')
```",0,0,0,0,0,0,0,usp,student_i,jnicklas_capybara.xlsx,51,README
"### <a name=""interacting-with-forms""></a>Interacting with forms

*Full reference: [Capybara::Node::Actions](http://rubydoc.info/github/teamcapybara/capybara/master/Capybara/Node/Actions)*

There are a number of tools for interacting with form elements:

```ruby
fill_in('First Name', with: 'John')
fill_in('Password', with: 'Seekrit')
fill_in('Description', with: 'Really Long Text...')
choose('A Radio Button')
check('A Checkbox')
uncheck('A Checkbox')
attach_file('Image', '/path/to/image.jpg')
select('Option', from: 'Select Box')
```",0,0,0,0,0,0,0,usp,student_i,jnicklas_capybara.xlsx,52,README
"### <a name=""querying""></a>Querying

*Full reference: [Capybara::Node::Matchers](http://rubydoc.info/github/teamcapybara/capybara/master/Capybara/Node/Matchers)*

Capybara has a rich set of options for querying the page for the existence of
certain elements, and working with and manipulating those elements.

```ruby
page.has_selector?('table tr')
page.has_selector?(:xpath, './/table/tr')

page.has_xpath?('.//table/tr')
page.has_css?('table tr.foo')
page.has_content?('foo')
```

**Note:** The negative forms like `has_no_selector?` are different from `not
has_selector?`. Read the section on asynchronous JavaScript for an explanation.",0,0,0,0,0,0,0,usp,student_i,jnicklas_capybara.xlsx,53,README
"You can use these with RSpec's magic matchers:

```ruby
expect(page).to have_selector('table tr')
expect(page).to have_selector(:xpath, './/table/tr')

expect(page).to have_xpath('.//table/tr')
expect(page).to have_css('table tr.foo')
expect(page).to have_content('foo')
```",0,0,0,0,0,0,0,usp,student_i,jnicklas_capybara.xlsx,54,README
"### <a name=""finding""></a>Finding

_Full reference: [Capybara::Node::Finders](http://rubydoc.info/github/teamcapybara/capybara/master/Capybara/Node/Finders)_

You can also find specific elements, in order to manipulate them:

```ruby
find_field('First Name').value
find_field(id: 'my_field').value
find_link('Hello', :visible => :all).visible?
find_link(class: ['some_class', 'some_other_class'], :visible => :all).visible?

find_button('Send').click
find_button(value: '1234').click

find(:xpath, "".//table/tr"").click
find(""#overlay"").find(""h1"").click
all('a').each { |a| a[:href] }
```",0,0,0,0,0,0,0,usp,student_i,jnicklas_capybara.xlsx,55,README
"If you need to find elements by additional attributes/properties you can also pass a filter block, which will be checked inside the normal waiting behavior.
If you find yourself needing to use this a lot you may be better off adding a [custom selector](http://www.rubydoc.info/github/teamcapybara/capybara/Capybara#add_selector-class_method) or [adding a filter to an existing selector](http://www.rubydoc.info/github/teamcapybara/capybara/Capybara#modify_selector-class_method).",0,0,0,0,0,0,0,usp,student_i,jnicklas_capybara.xlsx,56,README
"```ruby
find_field('First Name'){ |el| el['data-xyz'] == '123' }
find(""#img_loading""){ |img| img['complete'] == true }
```

**Note**: `find` will wait for an element to appear on the page, as explained in the
Ajax section. If the element does not appear it will raise an error.",0,0,0,0,0,0,0,usp,student_i,jnicklas_capybara.xlsx,57,README
"These elements all have all the Capybara DSL methods available, so you can restrict them
to specific parts of the page:

```ruby
find('#navigation').click_link('Home')
expect(find('#navigation')).to have_button('Sign out')
```",0,0,0,0,0,0,0,usp,student_i,jnicklas_capybara.xlsx,58,README
"### <a name=""scoping""></a>Scoping

Capybara makes it possible to restrict certain actions, such as interacting with
forms or clicking links and buttons, to within a specific area of the page. For
this purpose you can use the generic
<tt>[within](http://rubydoc.info/github/teamcapybara/capybara/master/Capybara/Session#within-instance_method)</tt>
method. Optionally you can specify which kind of selector to use.

```ruby
within(""li#employee"") do
  fill_in 'Name', with: 'Jimmy'
end

within(:xpath, "".//li[@id='employee']"") do
  fill_in 'Name', with: 'Jimmy'
end
```",0,0,0,0,0,0,0,usp,student_i,jnicklas_capybara.xlsx,59,README
"There are special methods for restricting the scope to a specific fieldset,
identified by either an id or the text of the fieldset's legend tag, and to a
specific table, identified by either id or text of the table's caption tag.

```ruby
within_fieldset('Employee') do
  fill_in 'Name', with: 'Jimmy'
end

within_table('Employee') do
  fill_in 'Name', with: 'Jimmy'
end
```",0,0,0,0,0,0,0,usp,student_i,jnicklas_capybara.xlsx,60,README
"### <a name=""working-with-windows""></a>Working with windows

Capybara provides some methods to ease finding and switching windows:

```ruby
facebook_window = window_opened_by do
  click_button 'Like'
end
within_window facebook_window do
  find('#login_email').set('a@example.com')
  find('#login_password').set('qwerty')
  click_button 'Submit'
end
```",0,0,0,0,0,0,0,usp,student_i,jnicklas_capybara.xlsx,61,README
"### <a name=""scripting""></a>Scripting

In drivers which support it, you can easily execute JavaScript:

```ruby
page.execute_script(""$('body').empty()"")
```

For simple expressions, you can return the result of the script. Note
that this may break with more complicated expressions:

```ruby
result = page.evaluate_script('4 + 4');
```",0,0,0,0,0,0,0,usp,student_i,jnicklas_capybara.xlsx,62,README
"### <a name=""modals""></a>Modals

In drivers which support it, you can accept, dismiss and respond to alerts, confirms and prompts.

You can accept or dismiss alert messages by wrapping the code that produces an alert in a block:

```ruby
accept_alert do
  click_link('Show Alert')
end
```

You can accept or dismiss a confirmation by wrapping it in a block, as well:

```ruby
dismiss_confirm do
  click_link('Show Confirm')
end
```",0,0,0,0,0,0,0,usp,student_i,jnicklas_capybara.xlsx,63,README
"You can accept or dismiss prompts as well, and also provide text to fill in for the response:

```ruby
accept_prompt(with: 'Linus Torvalds') do
  click_link('Show Prompt About Linux')
end
```

All modal methods return the message that was presented. So, you can access the prompt message
by assigning the return to a variable:

```ruby
message = accept_prompt(with: 'Linus Torvalds') do
  click_link('Show Prompt About Linux')
end
expect(message).to eq('Who is the chief architect of Linux?')
```",0,0,0,0,0,0,0,usp,student_i,jnicklas_capybara.xlsx,64,README
"### <a name=""debugging""></a>Debugging

It can be useful to take a snapshot of the page as it currently is and take a
look at it:

```ruby
save_and_open_page
```

You can also retrieve the current state of the DOM as a string using
<tt>[page.html](http://rubydoc.info/github/teamcapybara/capybara/master/Capybara/Session#html-instance_method)</tt>.

```ruby
print page.html
```",0,0,0,0,0,0,0,usp,student_i,jnicklas_capybara.xlsx,65,README
